emp_no,first_name,last_name,birth_date,from_date,to_date,title
261958,Hironoby,Validov,1961-04-09,1992-02-25,9999-01-01,Engineer
261977,Shigenori,Dahlbom,1962-09-11,1991-05-16,9999-01-01,Engineer
261979,Ipke,Bolsens,1960-02-06,1987-05-24,9999-01-01,Engineer
261985,Toney,Grabner,1961-11-04,1991-05-13,9999-01-01,Senior Engineer
261989,Jixiang,Luef,1960-01-11,1990-02-08,9999-01-01,Staff
261990,Volkmar,Czaja,1965-01-16,1992-04-01,9999-01-01,Senior Staff
261999,Guoxiang,Werthner,1964-11-30,1991-12-23,9999-01-01,Senior Staff
262002,Jianhui,Rando,1961-08-29,1986-01-16,9999-01-01,Senior Staff
262017,Genevieve,Demizu,1964-06-22,1986-04-12,9999-01-01,Senior Engineer
262023,Nalini,Francisci,1960-11-25,1985-02-03,9999-01-01,Senior Engineer
262026,Mana,Holburn,1960-04-05,1989-04-11,9999-01-01,Senior Staff
262029,Subhankar,Hainaut,1961-09-10,1991-02-13,9999-01-01,Senior Engineer
262031,Yongmao,England,1963-05-28,1988-11-22,9999-01-01,Senior Engineer
262033,Basil,Maginnis,1960-08-21,1985-02-12,9999-01-01,Engineer
262048,Alselm,Haddadi,1962-05-26,1990-09-19,9999-01-01,Senior Engineer
262055,Paraskevi,Botman,1962-01-15,1985-03-25,9999-01-01,Engineer
262060,Aimee,Pesch,1961-09-01,1990-03-24,9999-01-01,Senior Staff
262062,Kamran,Rehfuss,1964-02-15,1988-11-10,9999-01-01,Senior Staff
262077,Chikara,Makrucki,1963-07-30,1988-11-06,9999-01-01,Engineer
262081,Dante,Feldhoffer,1962-11-09,1987-11-21,9999-01-01,Assistant Engineer
262090,Mrinalini,Kinley,1961-02-20,1989-12-22,9999-01-01,Senior Staff
262092,Hairong,Stemann,1961-11-24,1985-10-25,9999-01-01,Staff
262094,Kankanahalli,Schwabacher,1964-08-25,1991-11-21,9999-01-01,Engineer
262109,Fen,Hofstetter,1960-11-25,1989-11-23,9999-01-01,Senior Engineer
262112,Felicidad,Daescu,1961-07-18,1989-10-28,9999-01-01,Senior Staff
262117,Kwangho,Pellegrinelli,1960-03-17,1989-10-19,9999-01-01,Senior Engineer
262125,Mabry,Couchot,1961-02-23,1987-10-31,9999-01-01,Senior Staff
262138,Danny,Nicolson,1964-03-05,1988-09-06,9999-01-01,Senior Staff
262142,Kamakshi,Takanami,1962-05-13,1985-07-29,9999-01-01,Engineer
262143,Pranas,Zhang,1962-03-16,1991-10-16,9999-01-01,Engineer
262145,Diederik,Babb,1963-05-21,1986-04-07,9999-01-01,Senior Staff
262153,Paris,Dichev,1961-08-12,1986-03-12,9999-01-01,Engineer
262156,Uinam,Perelgut,1963-02-20,1988-07-27,9999-01-01,Staff
262157,Roded,Ghelli,1960-09-23,1992-07-07,9999-01-01,Technique Leader
262163,Kersti,Dayang,1962-05-13,1989-05-02,9999-01-01,Engineer
262167,Owen,Schmittgen,1963-11-09,1987-03-31,9999-01-01,Senior Engineer
262179,Leandro,Schurmann,1963-02-27,1987-11-11,9999-01-01,Engineer
262195,Ranga,Alpin,1963-06-09,1990-03-26,9999-01-01,Staff
262197,Goh,Cardazo,1960-07-17,1986-02-27,9999-01-01,Assistant Engineer
262201,Aleksander,Msuda,1960-07-29,1990-12-07,9999-01-01,Technique Leader
262205,Akhilish,Ventosa,1961-09-27,1989-11-22,9999-01-01,Senior Engineer
262207,Abdelkader,Cappello,1962-01-17,1991-10-13,9999-01-01,Senior Engineer
262208,Mrinalini,Holburn,1965-01-16,1987-05-23,9999-01-01,Senior Staff
262210,Chinho,Bottner,1965-01-22,1985-07-29,9999-01-01,Senior Engineer
262218,Tonia,Schiper,1963-09-02,1989-10-10,9999-01-01,Senior Engineer
262227,Woody,Kieras,1962-04-15,1989-02-27,9999-01-01,Senior Engineer
262229,Raimond,Raczkowsky,1963-09-23,1989-06-19,9999-01-01,Engineer
262237,Hairong,Pocchiola,1960-07-10,1988-10-19,9999-01-01,Staff
262241,Gaurav,Androutsos,1962-12-21,1991-07-12,9999-01-01,Senior Engineer
262248,Munehiko,Bahl,1960-10-11,1991-03-21,9999-01-01,Senior Engineer
262249,LiMin,Silva,1964-06-14,1988-11-24,9999-01-01,Senior Staff
262262,Douadi,Deyuan,1962-05-23,1986-12-17,9999-01-01,Senior Engineer
262263,Shahar,Perko,1960-07-09,1988-10-30,9999-01-01,Staff
262286,Sanjiv,Aumann,1963-10-11,1989-07-22,9999-01-01,Engineer
262290,Hausi,Rahier,1961-01-05,1991-09-28,9999-01-01,Senior Engineer
262312,Gaurav,Stasinski,1961-03-18,1986-04-19,9999-01-01,Senior Engineer
262313,Ennio,Solovay,1963-11-16,1990-08-08,9999-01-01,Engineer
262321,Aran,Demeyer,1961-10-13,1986-04-26,9999-01-01,Senior Staff
262332,Gererd,Pollock,1960-06-26,1987-11-10,9999-01-01,Staff
262345,Sigeru,Pollock,1961-12-01,1987-12-22,9999-01-01,Staff
262355,Martien,Matzov,1964-04-09,1990-07-14,9999-01-01,Senior Engineer
262356,Yuping,Bonifati,1963-06-18,1988-09-23,9999-01-01,Staff
262358,Xinglin,Luon,1961-06-12,1989-12-12,9999-01-01,Staff
262361,Palash,Pellegrinelli,1963-08-15,1987-06-14,9999-01-01,Senior Engineer
262376,Yurij,Valiente,1962-06-17,1990-11-20,9999-01-01,Technique Leader
262380,Luerbio,Gips,1961-01-19,1986-01-22,9999-01-01,Engineer
262386,Leszek,Schwabacher,1964-01-12,1989-10-06,9999-01-01,Engineer
262388,Alassane,Magalhaes,1961-04-24,1992-03-09,9999-01-01,Senior Engineer
262413,Goetz,Cochrane,1962-07-13,1991-02-16,9999-01-01,Senior Engineer
262418,Piyawadee,Pietrzykowski,1964-05-12,1985-12-03,9999-01-01,Senior Staff
262434,Nectarios,Huxford,1961-12-30,1987-09-30,9999-01-01,Engineer
262439,Lorien,Lagarias,1965-01-30,1985-10-10,9999-01-01,Senior Staff
262446,Haldon,Perfilyeva,1964-11-23,1991-08-16,9999-01-01,Staff
262452,Arvind,Krybus,1960-07-02,1990-11-30,9999-01-01,Senior Staff
262454,Yuuichi,Siksek,1963-11-06,1989-08-16,9999-01-01,Engineer
262456,Xiaobin,Stifter,1964-03-25,1987-05-03,9999-01-01,Senior Staff
262465,Kamran,Nyanchama,1964-07-19,1988-07-04,9999-01-01,Senior Staff
262470,Nikolaos,Rodiger,1961-06-15,1989-07-20,9999-01-01,Senior Engineer
262476,Kersti,Gluchowski,1962-04-09,1986-09-07,9999-01-01,Senior Staff
262481,Rayond,Swiss,1963-02-09,1990-11-19,9999-01-01,Senior Engineer
262495,Uinam,Snyers,1963-05-04,1987-07-29,9999-01-01,Senior Engineer
262497,Sugwoo,Varman,1963-02-16,1989-04-06,9999-01-01,Engineer
262502,Kensei,Sudbeck,1963-10-16,1989-11-03,9999-01-01,Senior Staff
262503,Geraldo,McConalogue,1961-07-07,1986-04-17,9999-01-01,Staff
262517,Jessie,Carrere,1962-07-01,1989-07-11,9999-01-01,Staff
262533,Mooi,Vanwelkenhuysen,1962-06-26,1987-09-17,9999-01-01,Engineer
262541,Roddy,Peltason,1964-09-05,1991-01-25,9999-01-01,Senior Staff
262543,Hercules,Leaver,1963-10-02,1990-10-09,9999-01-01,Senior Staff
262551,Mitsuyuki,Perry,1960-04-02,1988-10-14,9999-01-01,Senior Engineer
262553,Branimir,Benaini,1961-11-16,1985-10-27,9999-01-01,Senior Engineer
262555,Akeel,Gist,1964-12-22,1990-02-24,9999-01-01,Senior Staff
262559,Przemyslawa,Kropatsch,1963-01-24,1991-03-26,9999-01-01,Senior Staff
262561,Gill,Feinberg,1963-02-01,1987-03-03,9999-01-01,Senior Staff
262563,Dante,Zaiane,1960-11-14,1987-10-21,9999-01-01,Engineer
262567,Oguz,Pero,1962-12-22,1988-01-12,9999-01-01,Staff
262570,Toong,Kalloufi,1960-09-15,1990-03-26,9999-01-01,Engineer
262573,Dines,Parveen,1960-06-18,1985-07-22,9999-01-01,Senior Staff
262574,Hairong,Denis,1960-03-16,1991-09-08,9999-01-01,Staff
262577,Kshitij,Shimshoni,1964-08-23,1992-07-27,9999-01-01,Senior Staff
262589,Fun,Nyanchama,1960-07-05,1985-07-23,9999-01-01,Senior Engineer
262595,Hailing,Swift,1963-04-15,1992-05-04,9999-01-01,Senior Engineer
262596,Boutros,Thorensen,1961-09-04,1987-02-26,9999-01-01,Staff
262597,Mototsugu,Birge,1962-11-29,1989-09-18,9999-01-01,Senior Engineer
262601,Yuguang,Mikschl,1963-11-05,1985-02-04,9999-01-01,Senior Staff
262604,Jasminko,Eickenmeyer,1962-09-04,1992-01-25,9999-01-01,Engineer
262605,Apostol,Douceur,1964-05-09,1985-11-10,9999-01-01,Engineer
262606,Chinhyun,DiGiano,1964-06-12,1989-08-05,9999-01-01,Staff
262621,Baoqiu,Kitsuregawa,1963-03-30,1990-09-27,9999-01-01,Senior Engineer
262632,Gilbert,Bruckman,1964-10-26,1985-08-26,9999-01-01,Engineer
262636,Tamiya,Reutenauer,1965-01-04,1992-04-10,9999-01-01,Senior Engineer
262637,Kristina,Begiun,1961-03-08,1987-08-16,9999-01-01,Senior Engineer
262643,Mingsen,Lorho,1961-01-06,1989-07-02,9999-01-01,Senior Staff
262655,Zhiwei,Cherinka,1963-02-03,1986-11-14,9999-01-01,Technique Leader
262657,Faiza,Himler,1961-07-25,1992-02-25,9999-01-01,Senior Staff
262658,Ewing,Brendel,1963-01-02,1988-01-06,9999-01-01,Senior Engineer
262664,Kayoko,Badr,1964-05-28,1989-04-02,9999-01-01,Senior Staff
262672,Gurbir,Sinitsyn,1960-01-28,1987-09-16,9999-01-01,Technique Leader
262675,JoAnne,Krider,1963-08-12,1986-09-01,9999-01-01,Staff
262681,Honesty,Veeraraghavan,1963-08-14,1987-06-07,9999-01-01,Senior Engineer
262682,Iara,Heinisuo,1963-02-16,1987-07-24,9999-01-01,Senior Engineer
262688,Kellyn,Restivo,1963-06-04,1989-07-02,9999-01-01,Senior Staff
262692,Gen,Hempstead,1964-02-10,1987-01-25,9999-01-01,Engineer
262694,Mokhtar,Olivero,1963-07-08,1990-01-02,9999-01-01,Engineer
262698,Sanjiv,Szmurlo,1964-02-13,1989-04-25,9999-01-01,Engineer
262710,Yongdong,Feldmann,1964-07-23,1987-03-02,9999-01-01,Senior Engineer
262726,Constantino,Thebaut,1963-09-10,1989-06-10,9999-01-01,Engineer
262728,Isaac,Gecsel,1964-04-30,1988-12-19,9999-01-01,Senior Engineer
262729,Nimmagadda,Gecsei,1963-02-12,1990-01-12,9999-01-01,Senior Staff
262731,Kendra,Hanabata,1964-05-07,1988-10-20,9999-01-01,Senior Engineer
262735,Tzvetan,Brodal,1960-10-19,1991-05-28,9999-01-01,Senior Staff
262742,Shuichi,Akazan,1962-12-05,1988-08-29,9999-01-01,Senior Staff
262748,Kristin,Clemencon,1962-12-08,1990-10-07,9999-01-01,Engineer
262751,Jackson,Iacovou,1961-09-25,1990-04-16,9999-01-01,Staff
262759,Ger,Morton,1961-11-24,1987-06-29,9999-01-01,Senior Engineer
262772,Ayakannu,Fairtlough,1963-09-15,1992-02-02,9999-01-01,Senior Staff
262774,Martine,Murtagh,1962-06-29,1988-09-02,9999-01-01,Engineer
262779,Domenico,Peron,1961-01-01,1989-12-19,9999-01-01,Engineer
262780,Vincent,Munch,1963-10-25,1986-01-23,9999-01-01,Senior Staff
262781,Weiru,Fontet,1960-09-02,1986-08-23,9999-01-01,Staff
262782,Steve,Domenig,1962-05-10,1989-05-13,9999-01-01,Senior Staff
262787,Boguslaw,Renear,1961-05-15,1989-01-27,9999-01-01,Senior Staff
262793,Bilhanan,Gulak,1960-12-09,1991-06-02,9999-01-01,Senior Staff
262816,Shaz,Choobineh,1964-01-05,1988-02-03,9999-01-01,Senior Engineer
262822,Supot,Aamodt,1961-03-07,1986-12-03,9999-01-01,Senior Engineer
262823,Richard,Hofman,1964-09-10,1987-06-23,9999-01-01,Senior Engineer
262827,Angel,Harbusch,1964-03-22,1989-08-30,9999-01-01,Senior Engineer
262828,Angel,Uehara,1963-08-21,1991-07-03,9999-01-01,Senior Engineer
262840,Munehiko,Masaki,1964-04-25,1986-01-01,9999-01-01,Engineer
262849,Sergi,Nicolson,1964-08-24,1989-07-26,9999-01-01,Senior Staff
262853,Oksana,Collette,1964-09-17,1989-04-01,9999-01-01,Engineer
262855,Stein,Vidal,1962-07-20,1987-08-11,9999-01-01,Senior Staff
262859,Ramachenga,Petereit,1960-08-19,1991-04-30,9999-01-01,Senior Engineer
262869,Tran,Zweizig,1962-01-13,1987-04-19,9999-01-01,Senior Staff
262870,Basim,Ladret,1961-09-22,1989-10-31,9999-01-01,Engineer
262883,Rutger,Szemeredi,1960-06-09,1987-05-22,9999-01-01,Senior Engineer
262886,Cullen,Beznosov,1963-03-18,1991-04-12,9999-01-01,Engineer
262888,Ronnie,Kawashimo,1963-07-01,1988-10-26,9999-01-01,Staff
262896,Cordelia,Anily,1961-08-29,1985-12-10,9999-01-01,Senior Engineer
262905,Kwangho,Kilgore,1963-07-07,1985-07-24,9999-01-01,Senior Staff
262917,Monique,Lamma,1963-08-20,1986-03-05,9999-01-01,Staff
262924,Berthier,Rouquie,1960-03-28,1989-05-22,9999-01-01,Staff
262935,Flemming,Karcich,1960-02-11,1987-09-11,9999-01-01,Senior Staff
262939,Shuzo,Ushiama,1960-10-15,1988-08-22,9999-01-01,Senior Staff
262941,Elliott,Panienski,1962-08-01,1986-12-12,9999-01-01,Senior Staff
262944,Anwar,Norsworthy,1963-02-07,1988-07-17,9999-01-01,Senior Staff
262948,Lokesh,Birsak,1962-10-20,1991-06-25,9999-01-01,Senior Staff
262952,Muzhong,Roccetti,1961-06-07,1987-11-07,9999-01-01,Senior Engineer
262958,Barun,Smeets,1961-03-30,1990-01-18,9999-01-01,Senior Engineer
262972,Kristin,Moffat,1962-03-12,1990-07-26,9999-01-01,Senior Engineer
262973,Chrisa,Shrader,1964-11-30,1992-03-09,9999-01-01,Staff
262979,Alper,Menyhert,1962-10-16,1992-07-24,9999-01-01,Senior Staff
262981,Berry,Matzov,1963-09-05,1990-06-17,9999-01-01,Senior Staff
262984,Rajmohan,Onuegbe,1963-11-30,1985-02-03,9999-01-01,Engineer
262989,Kiyomitsu,Bahk,1960-08-29,1989-07-04,9999-01-01,Senior Staff
262990,Becky,Luce,1960-09-24,1987-06-01,9999-01-01,Senior Staff
263016,Mohammad,Baba,1962-06-14,1990-01-29,9999-01-01,Staff
263017,Augustine,Radwan,1964-05-10,1989-04-25,9999-01-01,Senior Engineer
263035,Elvis,Milicia,1963-09-13,1985-02-23,9999-01-01,Senior Staff
263037,Weijing,Rabejac,1961-10-07,1986-03-14,9999-01-01,Senior Staff
263041,Moheb,Khalid,1961-03-07,1990-08-18,9999-01-01,Senior Staff
263042,Dekang,Gniady,1962-10-02,1989-04-01,9999-01-01,Senior Engineer
263048,Radhakrishnan,Kroha,1962-07-25,1987-01-03,9999-01-01,Engineer
263055,Nahum,Serna,1964-06-13,1991-02-07,9999-01-01,Senior Staff
263075,Alenka,Koshino,1964-11-05,1992-02-05,9999-01-01,Senior Engineer
263078,Kristine,Vieth,1963-06-28,1986-04-12,9999-01-01,Senior Staff
263086,Xiaopeng,Kulisch,1964-03-16,1985-07-08,9999-01-01,Senior Engineer
263090,Chikara,Roccetti,1962-05-11,1985-04-16,9999-01-01,Senior Engineer
263095,Joydip,Nicolson,1964-11-08,1989-03-04,9999-01-01,Senior Engineer
263099,Willard,Pettit,1962-06-11,1988-01-25,9999-01-01,Engineer
263115,Takanari,Lunn,1964-02-02,1987-04-25,9999-01-01,Engineer
263123,Beshir,Papastamatiou,1961-08-24,1985-05-06,9999-01-01,Engineer
263152,Aron,Bennis,1962-02-12,1989-03-31,9999-01-01,Senior Staff
263156,Rajmohan,Hanratty,1960-03-04,1987-01-25,9999-01-01,Engineer
263158,Youjian,Mamelak,1961-11-27,1991-12-10,9999-01-01,Senior Staff
263162,Luerbio,Bahr,1961-07-06,1989-05-03,9999-01-01,Senior Engineer
263170,Goetz,Lundstrom,1964-03-10,1990-07-11,9999-01-01,Engineer
263178,Along,Nanard,1960-01-12,1986-08-14,9999-01-01,Staff
263179,Lubomir,Lundstrom,1963-11-19,1989-05-12,9999-01-01,Technique Leader
263187,Kamakshi,Madeira,1961-04-16,1985-11-15,9999-01-01,Technique Leader
263188,Tsutomu,Birsak,1962-01-13,1987-08-23,9999-01-01,Senior Engineer
263189,Prasadram,Danecki,1963-11-23,1986-05-18,9999-01-01,Senior Engineer
263201,Geoffrey,Brendel,1960-03-16,1992-05-07,9999-01-01,Engineer
263203,Rasiah,Schreiter,1962-08-01,1985-12-20,9999-01-01,Senior Engineer
263221,Aruna,Cichocki,1962-02-24,1989-11-02,9999-01-01,Engineer
263225,Ioana,Kusakari,1963-11-03,1991-05-03,9999-01-01,Staff
263236,Randi,Braunmuhl,1964-04-03,1992-03-15,9999-01-01,Staff
263238,Goetz,Birge,1964-10-25,1990-02-03,9999-01-01,Engineer
263241,Syozo,Petereit,1960-06-08,1985-04-21,9999-01-01,Senior Engineer
263251,Keung,Danley,1962-08-23,1989-01-23,9999-01-01,Senior Engineer
263254,Vidar,Plotkin,1963-12-03,1987-11-30,9999-01-01,Senior Engineer
263267,Doohun,Duclos,1960-08-13,1985-07-26,9999-01-01,Staff
263273,Shalesh,Azevdeo,1962-05-04,1990-04-16,9999-01-01,Engineer
263278,Constantino,Dayang,1963-03-04,1991-12-05,9999-01-01,Senior Staff
263290,Douadi,Gecsel,1963-09-04,1989-12-18,9999-01-01,Senior Engineer
263296,Val,Auyong,1961-01-11,1992-04-05,9999-01-01,Senior Engineer
263301,Masasuke,Tetzlaff,1964-02-06,1989-08-19,9999-01-01,Senior Engineer
263309,Shaw,Shinomoto,1961-09-26,1991-07-10,9999-01-01,Senior Engineer
263314,Soenke,Miculan,1964-08-23,1991-09-10,9999-01-01,Senior Staff
263317,Shiv,Zielinski,1960-08-10,1985-06-21,9999-01-01,Engineer
263319,Satyanarayana,Bashian,1963-02-08,1987-07-03,9999-01-01,Engineer
263322,Paris,Ranum,1960-05-31,1985-08-22,9999-01-01,Engineer
263328,Kayoko,Ventosa,1963-09-29,1989-03-07,9999-01-01,Senior Staff
263336,Alselm,Peral,1960-02-19,1989-08-22,9999-01-01,Senior Engineer
263337,Karoline,Plavsic,1961-09-07,1985-04-16,9999-01-01,Staff
263338,Tru,Uhrik,1962-06-21,1988-02-08,9999-01-01,Engineer
263340,Jiakeng,Kuzuoka,1964-07-19,1992-07-31,9999-01-01,Staff
263345,Guozhong,Viele,1962-03-02,1990-02-23,9999-01-01,Senior Staff
263350,Guozhong,Schiper,1963-04-16,1985-04-17,9999-01-01,Staff
263361,Murthy,Kitsuregawa,1963-09-25,1991-01-29,9999-01-01,Senior Engineer
263369,Zhiguo,Jeansoulin,1960-06-22,1992-07-21,9999-01-01,Senior Engineer
263375,Sanjai,Nanard,1962-04-07,1990-05-09,9999-01-01,Engineer
263377,Cordelia,Frijda,1960-02-06,1991-08-20,9999-01-01,Senior Engineer
263379,Shahab,Schwabacher,1960-08-10,1990-05-04,9999-01-01,Senior Engineer
263385,Danil,Baig,1961-08-13,1989-09-02,9999-01-01,Senior Staff
263386,Zhongwei,Angot,1963-05-30,1987-05-08,9999-01-01,Staff
263388,Uzi,Muchinsky,1960-09-02,1988-05-21,9999-01-01,Senior Staff
263393,Perry,Litzkow,1962-12-04,1989-12-12,9999-01-01,Senior Staff
263406,Bernardo,Rotem,1964-02-24,1991-07-18,9999-01-01,Senior Engineer
263417,Jackson,Schwartzburd,1963-04-16,1992-06-23,9999-01-01,Senior Engineer
263419,Mandell,Whitcomb,1961-02-05,1986-03-14,9999-01-01,Senior Staff
263422,Magy,Moffat,1960-10-05,1986-11-28,9999-01-01,Senior Staff
263425,Christ,Baca,1960-02-15,1991-05-08,9999-01-01,Senior Staff
263427,Palash,Polajnar,1962-12-09,1991-10-30,9999-01-01,Staff
263430,Jaideep,Mukaidono,1960-07-25,1988-04-19,9999-01-01,Senior Engineer
263437,Mohua,Aumann,1960-10-12,1989-12-21,9999-01-01,Assistant Engineer
263438,Srinidhi,Birsak,1962-06-04,1989-07-14,9999-01-01,Engineer
263439,Atreye,Kabayashi,1965-01-09,1986-12-15,9999-01-01,Senior Engineer
263447,Sadok,Esteva,1963-12-02,1987-08-04,9999-01-01,Senior Engineer
263453,Inderjeet,Erni,1960-05-16,1989-04-28,9999-01-01,Engineer
263455,Fumitaka,Takanami,1962-09-03,1991-08-21,9999-01-01,Technique Leader
263470,Owen,Imataki,1964-06-25,1987-10-12,9999-01-01,Assistant Engineer
263477,Tomofumi,Sherertz,1960-03-11,1989-06-22,9999-01-01,Staff
263478,Augustine,Pashtan,1962-11-15,1987-12-22,9999-01-01,Engineer
263489,Pramod,Heemskerk,1962-01-11,1986-04-13,9999-01-01,Senior Engineer
263490,Arif,Norsworthy,1960-09-17,1987-10-28,9999-01-01,Senior Engineer
263496,Aloke,Suppi,1960-03-19,1987-10-04,9999-01-01,Engineer
263499,JoAnne,Thorensen,1964-05-29,1988-06-01,9999-01-01,Senior Engineer
263505,Guoxiang,Stille,1963-08-21,1991-01-21,9999-01-01,Senior Engineer
263511,Katsuyuki,Georgatos,1964-11-14,1990-03-27,9999-01-01,Senior Staff
263513,Leni,Dusink,1964-08-04,1990-11-08,9999-01-01,Senior Staff
263523,Rafael,Portugali,1962-01-28,1985-05-11,9999-01-01,Senior Engineer
263524,Hatem,Brendel,1960-04-03,1988-09-11,9999-01-01,Senior Staff
263526,Vesna,Marchesini,1960-04-03,1989-06-08,9999-01-01,Senior Staff
263533,Susanna,Samarati,1963-02-27,1991-04-08,9999-01-01,Senior Engineer
263536,Kiyotoshi,Chaudhury,1964-07-15,1986-02-12,9999-01-01,Senior Staff
263546,Vojin,Ushiama,1964-04-10,1987-03-01,9999-01-01,Engineer
263555,Ingemar,Birnbaum,1964-09-27,1986-02-21,9999-01-01,Senior Engineer
263561,Huei,Streng,1961-05-06,1986-02-05,9999-01-01,Staff
263562,Arnd,Thorensen,1961-11-28,1991-06-25,9999-01-01,Staff
263571,Berna,Luft,1963-12-04,1987-05-05,9999-01-01,Senior Engineer
263578,Karoline,Zastre,1962-01-24,1987-04-01,9999-01-01,Technique Leader
263588,Oldrich,Servi,1961-07-03,1991-07-02,9999-01-01,Engineer
263596,Danil,Luca,1963-02-19,1990-12-21,9999-01-01,Senior Staff
263607,Willard,Stranks,1960-09-26,1989-11-15,9999-01-01,Engineer
263615,Shuky,Itzfeldt,1961-07-08,1987-09-10,9999-01-01,Senior Staff
263628,Tamiya,Heusch,1963-05-20,1986-04-11,9999-01-01,Technique Leader
263638,Subir,Nyrup,1964-04-14,1988-04-22,9999-01-01,Staff
263645,Mingsen,Lally,1965-01-19,1990-12-04,9999-01-01,Senior Engineer
263648,Abdulla,Waeselynck,1962-01-08,1990-09-22,9999-01-01,Senior Staff
263650,Candida,Kuzuoka,1963-07-02,1987-06-01,9999-01-01,Staff
263663,Dinah,Shackell,1961-07-01,1991-02-03,9999-01-01,Senior Engineer
263669,Hiroyasu,Koshiba,1962-08-05,1991-11-26,9999-01-01,Engineer
263670,Lakshmi,Merks,1960-12-02,1989-09-23,9999-01-01,Engineer
263675,Herbert,Ginneken,1964-05-18,1986-12-04,9999-01-01,Staff
263683,Yannis,Conia,1962-09-15,1990-06-18,9999-01-01,Senior Staff
263686,Lobel,Heuter,1964-07-12,1990-08-08,9999-01-01,Senior Staff
263699,Ewing,Niizuma,1961-03-20,1985-05-02,9999-01-01,Senior Staff
263732,Kazuhiko,Kavanagh,1963-12-16,1986-10-30,9999-01-01,Senior Engineer
263739,Demos,Tramer,1963-09-27,1987-07-29,9999-01-01,Senior Engineer
263741,Huiqun,Basagni,1964-08-06,1991-10-29,9999-01-01,Senior Engineer
263742,Henk,Hasham,1961-08-20,1991-03-26,9999-01-01,Staff
263745,Shigeaki,Bultermann,1961-09-04,1985-02-18,9999-01-01,Staff
263752,Stabislas,Swen,1962-10-27,1986-06-29,9999-01-01,Senior Staff
263754,Michaela,Matzov,1962-02-07,1991-08-25,9999-01-01,Engineer
263761,Manton,Solovay,1962-12-13,1985-07-30,9999-01-01,Engineer
263763,Dmitri,Douceur,1961-02-27,1987-11-02,9999-01-01,Senior Staff
263770,Peternela,Rissanen,1960-10-21,1992-01-24,9999-01-01,Senior Staff
263775,Tsutomu,DuCasse,1961-08-24,1987-08-11,9999-01-01,Senior Engineer
263778,Tommaso,Waschkowski,1964-03-23,1991-05-02,9999-01-01,Senior Engineer
263785,Gro,Kushner,1960-12-20,1991-09-09,9999-01-01,Senior Engineer
263791,Tzu,Reistad,1963-06-12,1991-11-19,9999-01-01,Senior Staff
263795,Manohar,Narlikar,1962-11-26,1985-06-22,9999-01-01,Staff
263797,Bingning,Mitina,1960-05-29,1990-12-03,9999-01-01,Senior Engineer
263800,Mari,Baalen,1964-11-25,1987-11-18,9999-01-01,Senior Staff
263810,Jiang,Veccia,1961-12-21,1992-02-04,9999-01-01,Senior Engineer
263812,Fuqing,Escriba,1961-11-01,1989-09-28,9999-01-01,Senior Engineer
263819,Sailaja,Lundstrom,1960-05-29,1985-08-04,9999-01-01,Staff
263820,Yinlin,Kampfer,1964-12-24,1992-05-26,9999-01-01,Senior Staff
263827,Nectarios,Ulupinar,1964-06-16,1989-12-06,9999-01-01,Senior Engineer
263841,Tuval,Kavraki,1962-09-06,1991-09-19,9999-01-01,Engineer
263844,Weiye,Schusler,1964-06-09,1989-01-10,9999-01-01,Senior Staff
263846,Evgueni,Veldwijk,1963-06-07,1991-10-24,9999-01-01,Engineer
263847,Piyush,Otillio,1964-08-16,1985-09-21,9999-01-01,Senior Engineer
263850,Kousuke,Cappelli,1961-01-30,1986-10-19,9999-01-01,Engineer
263853,Kwok,Kavanagh,1960-02-05,1986-06-22,9999-01-01,Engineer
263859,Naftaly,Aloia,1963-09-25,1992-07-30,9999-01-01,Staff
263869,Hugh,Molenaar,1962-10-01,1985-02-21,9999-01-01,Senior Staff
263874,Cullen,Malinowski,1962-02-01,1989-11-13,9999-01-01,Senior Engineer
263876,Goncalo,Mitchem,1961-05-19,1989-05-29,9999-01-01,Senior Engineer
263877,Jaideep,Guerreiro,1961-09-08,1992-02-10,9999-01-01,Senior Staff
263880,Hidde,Monarch,1962-04-04,1987-07-29,9999-01-01,Senior Engineer
263883,Arch,Maccarone,1961-09-09,1989-12-13,9999-01-01,Senior Staff
263885,Mingzeng,Gopalakrishnan,1964-11-18,1986-10-27,9999-01-01,Senior Engineer
263888,Mayuri,Mitsuhashi,1964-05-24,1991-11-26,9999-01-01,Engineer
263895,Basant,Gajiwala,1960-07-18,1988-05-18,9999-01-01,Senior Staff
263897,Shaowen,Mitsuhashi,1964-12-28,1989-11-07,9999-01-01,Senior Staff
263904,Yuqun,Hanabata,1964-12-30,1992-07-03,9999-01-01,Engineer
263905,Miquel,Thisen,1960-09-22,1991-01-18,9999-01-01,Engineer
263917,Zhongwei,Stanfel,1964-03-06,1987-03-03,9999-01-01,Senior Staff
263926,Fusako,Schwartzbauer,1965-01-03,1985-04-07,9999-01-01,Senior Staff
263929,Koichi,Zolotykh,1962-03-02,1990-09-01,9999-01-01,Technique Leader
263930,Chinya,Sidou,1961-04-07,1989-12-09,9999-01-01,Senior Engineer
263965,Shigeo,Stiles,1962-08-05,1989-12-01,9999-01-01,Senior Staff
263982,Arne,Avouris,1960-12-04,1989-02-27,9999-01-01,Staff
264009,Pradeep,Nitsch,1964-01-22,1991-05-02,9999-01-01,Staff
264025,Alois,Dulli,1961-04-01,1987-05-12,9999-01-01,Engineer
